frame	verdict
nbacourt_2234_frame_0008_png.rf.4b5b55	lineup
nbacourt_0872_frame_0004_png.rf.96a797	lineup
nbacourt_0399_frame_0002_png.rf.5c164f	lineup
nbacourt_2254_frame_0012_png.rf.eea7bd	lineup
nbacourt_1522_frame_0008_png.rf.3f47f9	lineup
nbacourt_1742_frame_0010_png.rf.c289d3	lineup
nbacourt_0499_frame_0002_png.rf.dc1fc4	lineup
nbacourt_2214_frame_0005_png.rf.6044dc	lineup
nbacourt_1753_frame_0011_png.rf.0b269b	lineup
nbacourt_1694_frame_0010_png.rf.156311	lineup
nbacourt_0211_frame_0001_png.rf.5af967	lineup
nbacourt_2151_frame_0012_png.rf.e4a22c	lineup
nbacourt_1479_frame_0007_png.rf.f07435	lineup
nbacourt_0374_frame_0002_png.rf.419ad5	lineup
nbacourt_0679_frame_0003_png.rf.b07c91	lineup
nbacourt_0685_frame_0003_png.rf.b6aa29	lineup
nbacourt_2251_frame_0011_png.rf.7e6c0a	lineup
nbacourt_0922_frame_0004_png.rf.de28c9	lineup
nbacourt_0937_frame_0004_png.rf.f0aaed	lineup
nbacourt_1767_frame_0011_png.rf.5be797	lineup
nbacourt_1382_frame_0007_png.rf.3ea98b	lineup
nbacourt_0256_frame_0001_png.rf.9e8e66	lineup
nbacourt_0502_frame_0002_png.rf.dee15a	lineup
nbacourt_0190_frame_0001_png.rf.424efb	lineup
nbacourt_0216_frame_0001_png.rf.63d5b8	lineup
nbacourt_1470_frame_0007_png.rf.e51202	lineup
nbacourt_0291_frame_0001_png.rf.c98a31	lineup
nbacourt_2066_frame_0005_png.rf.8286ac	lineup
nbacourt_2136_frame_0009_png.rf.ef7527	lineup
nbacourt_0769_frame_0004_png.rf.1e0c93	lineup
nbacourt_2261_frame_0034_png.rf.b68c10	lineup
nbacourt_1457_frame_0007_png.rf.c94ecb	lineup
nbacourt_2014_frame_0002_png.rf.8828dc	lineup
nbacourt_0931_frame_0004_png.rf.e95a32	lineup
nbacourt_0147_frame_0001_png.rf.0719cf	lineup
nbacourt_1952_frame_0024_png.rf.d46c0a	lineup
nbacourt_0496_frame_0002_png.rf.d7d7e8	lineup
nbacourt_0393_frame_0002_png.rf.555a2d	lineup
nbacourt_1132_frame_0005_png.rf.d72342	lineup
nbacourt_1120_frame_0005_png.rf.ca686f	lineup
nbacourt_0996_frame_0005_png.rf.31af73	lineup
nbacourt_0912_frame_0004_png.rf.ca22af	lineup
nbacourt_1590_frame_0008_png.rf.ddae99	lineup
nbacourt_1240_frame_0006_png.rf.6c3bf1	lineup
nbacourt_1303_frame_0006_png.rf.d5cd2a	lineup
nbacourt_2108_frame_0007_png.rf.7a800d	lineup
nbacourt_0126_frame_0000_png.rf.e9071b	lineup
nbacourt_0347_frame_0002_png.rf.12a6ee	lineup
nbacourt_1092_frame_0005_png.rf.b03ef1	lineup
nbacourt_2146_frame_0011_png.rf.6ec901	lineup
nbacourt_2208_frame_0004_png.rf.5f8d21	no_lineup
nbacourt_2176_frame_0000_png.rf.c4f27f	lineup
nbacourt_0484_frame_0002_png.rf.c2ded0	lineup
nbacourt_0889_frame_0004_png.rf.ab9ff4	lineup
nbacourt_0084_frame_0000_png.rf.a3a77d	lineup
nbacourt_2073_frame_0005_png.rf.db8685	lineup
nbacourt_0180_frame_0001_png.rf.3a2b8b	lineup
nbacourt_2192_frame_0003_png.rf.2782c8	lineup
nbacourt_1699_frame_0010_png.rf.1be806	lineup
nbacourt_0949_frame_0005_png.rf.00ab37	lineup
nbacourt_1960_frame_0028_png.rf.777260	lineup
nbacourt_1050_frame_0005_png.rf.7e4813	lineup
nbacourt_1486_frame_0007_png.rf.f99c88	lineup
nbacourt_1871_frame_0014_png.rf.a131d6	lineup
nbacourt_0911_frame_0004_png.rf.c8e44b	lineup
nbacourt_0184_frame_0001_png.rf.3c3535	lineup
nbacourt_1867_frame_0014_png.rf.76f375	lineup
nbacourt_2157_frame_0015_png.rf.1bff98	lineup
nbacourt_2225_frame_0006_png.rf.c31ac2	lineup
nbacourt_0015_frame_0000_png.rf.1ea1ef	no_lineup
nbacourt_1865_frame_0014_png.rf.6bbe06	lineup
nbacourt_1366_frame_0007_png.rf.29babb	lineup
nbacourt_0565_frame_0003_png.rf.26d8b5	lineup
nbacourt_2075_frame_0006_png.rf.0db997	lineup
nbacourt_0171_frame_0001_png.rf.2afcec	lineup
nbacourt_0212_frame_0001_png.rf.5ce39e	lineup
nbacourt_0482_frame_0002_png.rf.c105c2	lineup
nbacourt_1794_frame_0011_png.rf.d53151	lineup
nbacourt_0160_frame_0001_png.rf.17924e	lineup
nbacourt_0476_frame_0002_png.rf.bb6dc7	lineup
nbacourt_2248_frame_0011_png.rf.17c9a9	lineup
nbacourt_0409_frame_0002_png.rf.6df609	lineup
nbacourt_0353_frame_0002_png.rf.23c1d6	lineup
nbacourt_1210_frame_0006_png.rf.42cb76	lineup
nbacourt_2209_frame_0004_png.rf.7fb52a	lineup
nbacourt_0265_frame_0001_png.rf.aa0d8c	lineup
nbacourt_0885_frame_0004_png.rf.a99116	lineup
nbacourt_0917_frame_0004_png.rf.d64402	lineup
nbacourt_1829_frame_0012_png.rf.fc94a2	lineup
nbacourt_0067_frame_0000_png.rf.7f29e5	no_lineup
nbacourt_0901_frame_0004_png.rf.ba9a20	lineup
nbacourt_2243_frame_0010_png.rf.916441	lineup
nbacourt_1309_frame_0006_png.rf.dad92a	lineup
nbacourt_1345_frame_0007_png.rf.0b0887	lineup
nbacourt_1438_frame_0007_png.rf.aaf7ae	lineup
nbacourt_1368_frame_0007_png.rf.2b9f95	lineup
nbacourt_0446_frame_0002_png.rf.9640e8	lineup
nbacourt_0486_frame_0002_png.rf.c621b0	lineup
nbacourt_2144_frame_0010_png.rf.f6e033	lineup
nbacourt_1964_frame_0029_png.rf.e7e8d7	lineup
nbacourt_0154_frame_0001_png.rf.0e0308	no_lineup
nbacourt_0504_frame_0002_png.rf.dff698	lineup
nbacourt_0536_frame_0003_png.rf.01d191	lineup
nbacourt_0262_frame_0001_png.rf.a77cec	lineup
nbacourt_0400_frame_0002_png.rf.5c255d	lineup
nbacourt_0260_frame_0001_png.rf.a5670c	lineup
nbacourt_2065_frame_0005_png.rf.3bce46	lineup
nbacourt_0874_frame_0004_png.rf.9b1c36	lineup
nbacourt_1422_frame_0007_png.rf.98cf85	lineup
nbacourt_2022_frame_0003_png.rf.121270	lineup
nbacourt_1732_frame_0010_png.rf.a56c33	lineup
nbacourt_0830_frame_0004_png.rf.659807	no_lineup
nbacourt_0104_frame_0000_png.rf.c1164c	lineup
nbacourt_1081_frame_0005_png.rf.a7a1a7	lineup
nbacourt_0549_frame_0003_png.rf.11f39b	lineup
nbacourt_0959_frame_0005_png.rf.0bb9fb	lineup
nbacourt_1395_frame_0007_png.rf.55095e	lineup
nbacourt_0285_frame_0001_png.rf.bc44c8	lineup
nbacourt_1495_frame_0008_png.rf.0a6b6c	no_lineup
nbacourt_1531_frame_0008_png.rf.4ab45c	lineup
nbacourt_1504_frame_0008_png.rf.192a72	no_lineup
nbacourt_1724_frame_0010_png.rf.834bd6	lineup
nbacourt_2191_frame_0002_png.rf.fda55f	lineup
nbacourt_1197_frame_0006_png.rf.2bc9f8	lineup
nbacourt_1138_frame_0005_png.rf.e15fbc	lineup
nbacourt_0886_frame_0004_png.rf.aa2884	lineup
nbacourt_1047_frame_0005_png.rf.7b5047	lineup
nbacourt_1625_frame_0009_png.rf.429dbd	lineup
nbacourt_1221_frame_0006_png.rf.4bad2c	lineup
nbacourt_1393_frame_0007_png.rf.4f06d2	lineup
nbacourt_2190_frame_0002_png.rf.a97c5a	lineup
nbacourt_1276_frame_0006_png.rf.b0d080	lineup
nbacourt_0264_frame_0001_png.rf.a9f084	lineup
nbacourt_0123_frame_0000_png.rf.e68297	lineup
nbacourt_2088_frame_0006_png.rf.afe88a	lineup
nbacourt_0794_frame_0004_png.rf.424936	lineup
nbacourt_1016_frame_0005_png.rf.4df2c4	lineup
nbacourt_1045_frame_0005_png.rf.78ae41	lineup
nbacourt_0376_frame_0002_png.rf.42e780	lineup
nbacourt_1425_frame_0007_png.rf.9c05ba	lineup
nbacourt_0128_frame_0000_png.rf.ed3242	lineup
nbacourt_0205_frame_0001_png.rf.54eca0	lineup
nbacourt_0997_frame_0005_png.rf.32a4f5	lineup
nbacourt_0966_frame_0005_png.rf.101e2b	lineup
nbacourt_0530_frame_0002_png.rf.f8d16b	lineup
nbacourt_0652_frame_0003_png.rf.926510	lineup
nbacourt_0176_frame_0001_png.rf.36f0f7	lineup
nbacourt_0837_frame_0004_png.rf.6db27f	lineup
nbacourt_1990_frame_0000_png.rf.c9a81e	lineup
nbacourt_0302_frame_0001_png.rf.db4a15	lineup
nbacourt_1051_frame_0005_png.rf.7ecf99	lineup
nbacourt_1190_frame_0006_png.rf.1de9e5	lineup
nbacourt_0086_frame_0000_png.rf.aa2c96	lineup
nbacourt_2024_frame_0003_png.rf.23a2ca	lineup
nbacourt_1459_frame_0007_png.rf.cb9d1e	lineup
nbacourt_1754_frame_0011_png.rf.0c7a32	lineup
nbacourt_0231_frame_0001_png.rf.785c4e	lineup
nbacourt_0558_frame_0003_png.rf.1fdf0c	lineup
nbacourt_0734_frame_0003_png.rf.eea066	lineup
nbacourt_1411_frame_0007_png.rf.7c375f	lineup
nbacourt_0150_frame_0001_png.rf.0a37e2	lineup
nbacourt_0936_frame_0004_png.rf.eef0cc	lineup
nbacourt_1183_frame_0006_png.rf.0aec08	lineup
nbacourt_1322_frame_0006_png.rf.edb95e	lineup
nbacourt_1664_frame_0009_png.rf.ad7a87	lineup
nbacourt_1095_frame_0005_png.rf.b28741	lineup
nbacourt_2017_frame_0002_png.rf.acc5b0	lineup
nbacourt_0389_frame_0002_png.rf.4f4846	lineup
nbacourt_1509_frame_0008_png.rf.1e4a6f	lineup
nbacourt_1816_frame_0012_png.rf.ac1c81	lineup
nbacourt_1430_frame_0007_png.rf.a02b38	lineup
nbacourt_1181_frame_0006_png.rf.084e1b	lineup
nbacourt_1196_frame_0006_png.rf.25bd13	lineup
nbacourt_1245_frame_0006_png.rf.7fb056	lineup
nbacourt_1530_frame_0008_png.rf.48f0dc	lineup
nbacourt_0573_frame_0003_png.rf.324041	lineup
nbacourt_2127_frame_0008_png.rf.fa4c58	lineup
nbacourt_1002_frame_0005_png.rf.39a105	lineup
nbacourt_1557_frame_0008_png.rf.853645	lineup
nbacourt_1613_frame_0009_png.rf.1a5f0d	lineup
nbacourt_1321_frame_0006_png.rf.e9ebd5	lineup
nbacourt_0749_frame_0004_png.rf.093f0a	lineup
nbacourt_1067_frame_0005_png.rf.8d6006	lineup
nbacourt_1185_frame_0006_png.rf.0fd33c	lineup
nbacourt_0220_frame_0001_png.rf.671a1e	lineup
nbacourt_1266_frame_0006_png.rf.9dd03f	lineup
nbacourt_0717_frame_0003_png.rf.d77228	lineup
nbacourt_0533_frame_0002_png.rf.fd6049	lineup
nbacourt_1750_frame_0010_png.rf.fecdee	lineup
nbacourt_2241_frame_0010_png.rf.2e7d67	lineup
nbacourt_1241_frame_0006_png.rf.6cea82	lineup
nbacourt_1362_frame_0007_png.rf.241fd3	lineup
nbacourt_1469_frame_0007_png.rf.e45908	lineup
nbacourt_1560_frame_0008_png.rf.8d6bb1	lineup
nbacourt_1692_frame_0010_png.rf.0bf7bb	lineup
nbacourt_0742_frame_0003_png.rf.fde623	lineup
nbacourt_1508_frame_0008_png.rf.1d19ae	lineup
nbacourt_0072_frame_0000_png.rf.87b876	lineup
nbacourt_0750_frame_0004_png.rf.0a04c4	lineup
nbacourt_1215_frame_0006_png.rf.4568c0	lineup
nbacourt_2216_frame_0005_png.rf.ace6df	lineup
nbacourt_0075_frame_0000_png.rf.8ed2d0	lineup
nbacourt_0914_frame_0004_png.rf.d33f44	lineup
nbacourt_1116_frame_0005_png.rf.c41015	lineup
nbacourt_0665_frame_0003_png.rf.a18c65	lineup
nbacourt_0930_frame_0004_png.rf.e70f1b	lineup
nbacourt_1288_frame_0006_png.rf.c5b19a	lineup
nbacourt_0288_frame_0001_png.rf.bebb39	lineup
nbacourt_0489_frame_0002_png.rf.cc0bc6	lineup
nbacourt_1323_frame_0006_png.rf.ee6ef5	lineup
nbacourt_1195_frame_0006_png.rf.2301af	lineup
nbacourt_0289_frame_0001_png.rf.c6844c	lineup
nbacourt_1058_frame_0005_png.rf.855dee	lineup
nbacourt_1137_frame_0005_png.rf.de14d9	lineup
nbacourt_0638_frame_0003_png.rf.7b1e93	lineup
nbacourt_1065_frame_0005_png.rf.8b0c14	lineup
nbacourt_1450_frame_0007_png.rf.beeda7	lineup
nbacourt_1949_frame_0023_png.rf.e4fa18	lineup
nbacourt_1014_frame_0005_png.rf.4c3435	lineup
nbacourt_1569_frame_0008_png.rf.b01321	lineup
nbacourt_0284_frame_0001_png.rf.b9eee2	lineup
nbacourt_1582_frame_0008_png.rf.cb885c	lineup
nbacourt_1584_frame_0008_png.rf.d11b3b	lineup
nbacourt_0730_frame_0003_png.rf.e642e8	lineup
nbacourt_0290_frame_0001_png.rf.c82980	lineup
nbacourt_1233_frame_0006_png.rf.604ad6	lineup
nbacourt_1335_frame_0007_png.rf.014fa4	lineup
nbacourt_0242_frame_0001_png.rf.8edf1d	lineup
nbacourt_0745_frame_0004_png.rf.02304b	lineup
nbacourt_1737_frame_0010_png.rf.b13e71	lineup
nbacourt_0654_frame_0003_png.rf.92d6d1	lineup
nbacourt_1770_frame_0011_png.rf.5fbc03	lineup
nbacourt_1792_frame_0011_png.rf.d0b4eb	lineup
nbacourt_0995_frame_0005_png.rf.311023	lineup
nbacourt_1591_frame_0008_png.rf.df9ef8	lineup
nbacourt_2154_frame_0013_png.rf.694735	lineup
nbacourt_0131_frame_0000_png.rf.f3d370	lineup
nbacourt_0589_frame_0003_png.rf.4348d8	lineup
nbacourt_0781_frame_0004_png.rf.2aec5f	lineup
nbacourt_1108_frame_0005_png.rf.bcf2fa	lineup
nbacourt_0044_frame_0000_png.rf.4fbf67	lineup
nbacourt_0933_frame_0004_png.rf.ec5231	lineup
nbacourt_0954_frame_0005_png.rf.043da4	lineup
nbacourt_0990_frame_0005_png.rf.29f264	lineup
nbacourt_1015_frame_0005_png.rf.4d8658	lineup
nbacourt_1961_frame_0028_png.rf.983dea	lineup
nbacourt_2070_frame_0005_png.rf.a4fd1c	lineup
nbacourt_1948_frame_0023_png.rf.635104	lineup
nbacourt_1151_frame_0005_png.rf.ec1637	lineup
nbacourt_0068_frame_0000_png.rf.80ecb6	lineup
nbacourt_2159_frame_0015_png.rf.490970	lineup
nbacourt_1951_frame_0024_png.rf.0e6f62	lineup
nbacourt_0328_frame_0002_png.rf.00aacc	lineup
nbacourt_0186_frame_0001_png.rf.3e5056	lineup
nbacourt_0783_frame_0004_png.rf.2bcb00	lineup
nbacourt_0956_frame_0005_png.rf.05a9a7	lineup
nbacourt_0253_frame_0001_png.rf.99aa92	lineup
nbacourt_0980_frame_0005_png.rf.1f9b3f	lineup
nbacourt_1096_frame_0005_png.rf.b39bb0	lineup
nbacourt_1426_frame_0007_png.rf.9d2d12	lineup
nbacourt_1512_frame_0008_png.rf.258c5f	lineup
nbacourt_1158_frame_0005_png.rf.f3a016	lineup
nbacourt_1503_frame_0008_png.rf.184a81	lineup
nbacourt_1764_frame_0011_png.rf.54b0ff	lineup
nbacourt_2134_frame_0009_png.rf.da2825	lineup
nbacourt_0246_frame_0001_png.rf.91dc33	lineup
nbacourt_0341_frame_0002_png.rf.0ea98a	lineup
nbacourt_0814_frame_0004_png.rf.55b35f	lineup
nbacourt_0157_frame_0001_png.rf.160d1c	lineup
nbacourt_0213_frame_0001_png.rf.5d200c	lineup
nbacourt_0379_frame_0002_png.rf.477248	lineup
nbacourt_0595_frame_0003_png.rf.4b2514	lineup
nbacourt_0115_frame_0000_png.rf.d76d77	lineup
nbacourt_1013_frame_0005_png.rf.4af3d1	lineup
nbacourt_0016_frame_0000_png.rf.1ebc90	lineup
nbacourt_0630_frame_0003_png.rf.6f336b	lineup
nbacourt_1760_frame_0011_png.rf.286343	lineup
nbacourt_0799_frame_0004_png.rf.471227	lineup
nbacourt_0984_frame_0005_png.rf.21450f	no_lineup
nbacourt_1131_frame_0005_png.rf.d64f6d	no_lineup
nbacourt_1913_frame_0018_png.rf.5986b9	lineup
nbacourt_2166_frame_0021_png.rf.f3b5c0	lineup
nbacourt_0695_frame_0003_png.rf.c275da	lineup
nbacourt_1480_frame_0007_png.rf.f1cf2a	lineup
nbacourt_1968_frame_0031_png.rf.578c6e	lineup
nbacourt_0566_frame_0003_png.rf.2aef74	lineup
nbacourt_0083_frame_0000_png.rf.a27f26	lineup
nbacourt_0313_frame_0001_png.rf.ee15b4	lineup
nbacourt_0865_frame_0004_png.rf.8bb0b5	lineup
nbacourt_0614_frame_0003_png.rf.608848	lineup
nbacourt_0683_frame_0003_png.rf.b372f3	lineup
nbacourt_1148_frame_0005_png.rf.eaa329	lineup
nbacourt_1736_frame_0010_png.rf.b0bdc1	lineup
nbacourt_1919_frame_0018_png.rf.f6ad7d	lineup
nbacourt_2085_frame_0006_png.rf.98b23b	lineup
nbacourt_2227_frame_0007_png.rf.16c73f	lineup
nbacourt_0199_frame_0001_png.rf.4f3c08	lineup
nbacourt_1926_frame_0019_png.rf.79f64a	lineup
nbacourt_0444_frame_0002_png.rf.9255a8	lineup
nbacourt_0560_frame_0003_png.rf.21dd8c	lineup
nbacourt_0544_frame_0003_png.rf.0ecd9a	lineup
nbacourt_0789_frame_0004_png.rf.359496	lineup
nbacourt_1023_frame_0005_png.rf.5bf1fb	lineup
nbacourt_1102_frame_0005_png.rf.b709c2	lineup
nbacourt_1668_frame_0009_png.rf.b86c74	lineup
nbacourt_1671_frame_0009_png.rf.bd4234	lineup
nbacourt_1706_frame_0010_png.rf.3244b6	lineup
nbacourt_2084_frame_0006_png.rf.90210b	lineup
nbacourt_0585_frame_0003_png.rf.3e3f44	lineup
nbacourt_1596_frame_0008_png.rf.e95766	lineup
nbacourt_1909_frame_0018_png.rf.1ff4d8	lineup
nbacourt_2101_frame_0007_png.rf.10dc89	lineup
nbacourt_1298_frame_0006_png.rf.d1cb57	lineup
nbacourt_1746_frame_0010_png.rf.d66f34	lineup
nbacourt_0227_frame_0001_png.rf.74de59	lineup
nbacourt_1576_frame_0008_png.rf.be792c	lineup
nbacourt_2041_frame_0004_png.rf.01c3ae	lineup
nbacourt_1449_frame_0007_png.rf.be21a0	lineup
nbacourt_0229_frame_0001_png.rf.753eba	lineup
nbacourt_0747_frame_0004_png.rf.05afc9	lineup
nbacourt_0553_frame_0003_png.rf.15b616	lineup
nbacourt_1502_frame_0008_png.rf.178991	lineup
nbacourt_1019_frame_0005_png.rf.50ac4a	lineup
nbacourt_1083_frame_0005_png.rf.a89051	lineup
nbacourt_1969_frame_0031_png.rf.6bbbca	lineup
nbacourt_1970_frame_0031_png.rf.93ca91	lineup
nbacourt_2145_frame_0011_png.rf.25b133	lineup
nbacourt_0041_frame_0000_png.rf.4a7f68	lineup
nbacourt_1399_frame_0007_png.rf.5b832c	lineup
nbacourt_1285_frame_0006_png.rf.c24f5a	lineup
nbacourt_0767_frame_0004_png.rf.1b181c	lineup
nbacourt_0292_frame_0001_png.rf.ca7cf9	lineup
nbacourt_1452_frame_0007_png.rf.bfcf77	lineup
nbacourt_1901_frame_0017_png.rf.7b6b9f	lineup
nbacourt_0277_frame_0001_png.rf.b53c61	lineup
nbacourt_0301_frame_0001_png.rf.db46f5	lineup
nbacourt_0625_frame_0003_png.rf.6b5229	lineup
nbacourt_1329_frame_0006_png.rf.f55710	lineup
nbacourt_1403_frame_0007_png.rf.67faf8	lineup
nbacourt_1707_frame_0010_png.rf.3b8aab	lineup
nbacourt_2013_frame_0002_png.rf.8410b8	lineup
nbacourt_1097_frame_0005_png.rf.b42777	lineup
nbacourt_1325_frame_0006_png.rf.f1243b	lineup
nbacourt_1940_frame_0020_png.rf.f51340	lineup
nbacourt_0719_frame_0003_png.rf.d7e05e	lineup
nbacourt_1358_frame_0007_png.rf.215655	lineup
nbacourt_0457_frame_0002_png.rf.a77dc3	lineup
nbacourt_0802_frame_0004_png.rf.48c439	lineup
nbacourt_0064_frame_0000_png.rf.7ab71c	lineup
nbacourt_0415_frame_0002_png.rf.73b915	lineup
nbacourt_1774_frame_0011_png.rf.7bf6f2	lineup
nbacourt_0706_frame_0003_png.rf.c95ebe	lineup
nbacourt_0602_frame_0003_png.rf.55c93e	lineup
nbacourt_0681_frame_0003_png.rf.b140ca	lineup
nbacourt_1213_frame_0006_png.rf.44bbb8	lineup
nbacourt_1381_frame_0007_png.rf.3cdda8	lineup
nbacourt_1538_frame_0008_png.rf.5d7224	lineup
nbacourt_1574_frame_0008_png.rf.bb4be6	lineup
nbacourt_2053_frame_0004_png.rf.aafff9	lineup
nbacourt_1405_frame_0007_png.rf.6f89cc	lineup
nbacourt_0808_frame_0004_png.rf.4e765b	lineup
nbacourt_1971_frame_0033_png.rf.08b7d5	lineup
nbacourt_1004_frame_0005_png.rf.4148b2	lineup
nbacourt_1686_frame_0009_png.rf.efac0a	lineup
nbacourt_0349_frame_0002_png.rf.151fee	lineup
nbacourt_0403_frame_0002_png.rf.5f2089	lineup
nbacourt_1286_frame_0006_png.rf.c3f574	lineup
nbacourt_0361_frame_0002_png.rf.3171c6	lineup
nbacourt_0588_frame_0003_png.rf.432aef	lineup
nbacourt_0813_frame_0004_png.rf.556692	lineup
nbacourt_1501_frame_0008_png.rf.166d1c	lineup
nbacourt_2057_frame_0004_png.rf.e3ea04	lineup
nbacourt_0797_frame_0004_png.rf.44797c	lineup
nbacourt_0798_frame_0004_png.rf.453d8b	lineup
nbacourt_0876_frame_0004_png.rf.9c176b	lineup
nbacourt_1757_frame_0011_png.rf.18c0dd	lineup
nbacourt_1666_frame_0009_png.rf.b42414	lineup
nbacourt_0833_frame_0004_png.rf.6a855f	lineup
nbacourt_0271_frame_0001_png.rf.b04f44	lineup
nbacourt_0758_frame_0004_png.rf.131e2b	lineup
nbacourt_0908_frame_0004_png.rf.c6e91f	lineup
nbacourt_1178_frame_0006_png.rf.030abe	lineup
nbacourt_1527_frame_0008_png.rf.457e6d	lineup
nbacourt_0062_frame_0000_png.rf.777618	lineup
nbacourt_1935_frame_0020_png.rf.58c354	lineup
nbacourt_1999_frame_0001_png.rf.b8827a	lineup
nbacourt_1056_frame_0005_png.rf.8424d7	lineup
